year,country,WEF_defacto_score,EF_PR_dejure_score,treatment_TRIPS,TRIPS_law_conformity,non_TRIPS_sum,EF_overall_score,EF_trade_freedom,borders_treated
2008,Uganda,2.7,30,0,1,0,63.8,72,0
2009,Uganda,2.5,30,0,1,0,63.5,75.2,0
2011,Uganda,3.3,30,0,1,0,61.7,74.8,0
2012,Uganda,3.3,30,0,1,0,61.9,73.6,0
2013,Uganda,2.8,30,0,1,0,61.1,73.6,0
2014,Uganda,2.7,30,0,1,0,59.9,75.4,0
2015,Uganda,3.3,25,0,1,0,59.7,76.6,0
2016,Uganda,3.5,25,0,1,0,59.3,72.8,0
2017,Uganda,3.4,39.3,0,1,0,60.9,78.3,0
2018,Uganda,3.4,43.5,0,1,0,62,78.1,0
2019,Uganda,3.4,42.2,0,1,0,59.7,75.4,0
2006,Ukraine,2.6,30,0,1,0,54.4,77.2,0
2007,Ukraine,2.7,30,0,1,0,51.5,77.2,0
2008,Ukraine,2.7,30,0,1,0,51,82.2,0
2009,Ukraine,2.6,30,0,1,0,48.8,84,0
2011,Ukraine,2.6,30,0,1,1,45.8,85.2,1
2012,Ukraine,2.7,30,0,1,1,46.1,84.4,1
2013,Ukraine,2.5,30,0,1,1,46.3,84.4,1
2014,Ukraine,2.7,30,0,1,3,49.3,86.2,1
2015,Ukraine,3.1,20,0,1,5,46.9,85.8,1
2016,Ukraine,3.2,25,0,1,5,46.8,85.8,1
2017,Ukraine,3.3,41.4,0,1,12,48.1,85.9,1
2018,Ukraine,3.4,41,0,1,12,51.9,81.1,1
2019,Ukraine,3.4,43.9,0,1,12,52.3,75,1
2006,United.Arab.Emirates,4.6,50,0,1,0,62.2,75,0
2007,United.Arab.Emirates,4.8,40,0,1,0,62.6,75,0
2008,United.Arab.Emirates,5.2,40,0,1,0,62.6,80.4,0
2009,United.Arab.Emirates,5.6,40,0,1,0,64.7,80.8,0
2011,United.Arab.Emirates,5,50,0,1,0,67.8,82.6,0
2012,United.Arab.Emirates,5.2,55,0,1,0,69.3,82.6,0
2013,United.Arab.Emirates,5.3,55,0,1,0,71.1,82.6,0
2014,United.Arab.Emirates,5.5,55,0,1,0,71.4,82.5,0
2015,United.Arab.Emirates,5.5,55,0,1,0,72.4,82.4,0
2016,United.Arab.Emirates,5.7,55,0,1,0,72.6,82.8,0
2017,United.Arab.Emirates,5.7,76.7,0,0.5,2,76.9,83.5,1
2018,United.Arab.Emirates,5.3,76.3,0,0.5,2,77.6,84.3,1
2019,United.Arab.Emirates,5.6,81.8,0,0.5,2,77.6,84.4,1
2006,United.Kingdom,6.1,90,0,1,5,80.4,82.4,0
2006,United.States,5.9,90,0,1,15,81.2,81.4,0
2007,United.States,5.4,90,0,1,24,81.2,86.6,0
2008,United.States,5.6,90,0,1,28,81,86.8,0
2009,United.States,5.4,90,0,1,47,80.7,86.8,0
2011,United.States,5,85,0,1,62,77.8,86.4,0
2012,United.States,5,85,0,1,79,76.3,86.4,0
2013,United.States,5.2,85,0,1,83,76,86.4,0
2014,United.States,5.4,80,0,1,85,75.5,86.8,0
2015,United.States,5.8,80,0,1,91,76.2,87,0
2016,United.States,5.9,80,0,1,98,75.4,87,0
2017,United.States,5.8,81.3,0,1,104,75.1,87.1,0
2018,United.States,5.9,79.3,0,1,156,75.7,86.7,0
2019,United.States,5.7,79.3,0,1,166,76.8,86.6,0
2006,Uruguay,3.7,70,0,1,0,65.3,76.4,0
2007,Uruguay,3.9,70,0,1,0,68.4,81.6,0
2008,Uruguay,3.9,70,0,1,0,67.9,83,0
2009,Uruguay,3.9,70,0,1,0,69.1,83.4,0
2011,Uruguay,4,70,0,1,0,70,83,0
2012,Uruguay,4,70,0,1,0,69.9,82.9,0
2013,Uruguay,4.1,70,0,1,0,69.7,82.9,0
2014,Uruguay,4.1,70,0,1,0,69.3,82.5,0
2015,Uruguay,4.5,70,0,1,0,68.6,81.8,0
2016,Uruguay,4.8,70,0,1,0,68.8,80.6,0
2017,Uruguay,4.7,70.2,0,1,0,69.7,80.6,0
2018,Uruguay,4.7,69.3,0,1,0,69.2,80.4,0
2019,Uruguay,4.7,68.3,0,1,0,68.6,78.6,0
2006,Venezuela,2.2,30,0,1,0,44.6,63,0
2007,Venezuela,2.1,30,0,1,0,47.9,61.2,0
2008,Venezuela,2,10,0,1,0,44.7,54.6,0
2009,Venezuela,2,5,0,1,0,39.9,59.6,0
2011,Venezuela,1.8,5,0,1,0,37.6,61.2,0
2012,Venezuela,1.7,5,0,1,0,38.1,58.8,0
2013,Venezuela,1.6,5,0,1,0,36.1,58.8,0
2014,Venezuela,1.6,5,0,1,0,36.3,62.7,0
2015,Venezuela,1.7,5,0,1,0,34.3,62.8,0
2016,Venezuela,2,5,0,1,0,33.7,63.2,0
2017,Venezuela,2,6.8,0,1,0,27,60.7,0
2018,Venezuela,1.7,5.2,0,1,0,25.2,58.7,0
2019,Venezuela,1.9,7.6,0,1,0,25.9,60,0
2006,Vietnam,2.6,10,0,1,0,50.5,57.6,0
2007,Vietnam,2.8,10,1,1,0,49.8,56,1
2008,Vietnam,3,10,1,1,0,50.4,62.8,1
2009,Vietnam,3,10,1,1,0,51,63.4,1
2011,Vietnam,2.5,15,1,1,0,51.6,68.9,1
2012,Vietnam,2.6,15,1,1,0,51.3,79.6,1
2013,Vietnam,2.9,15,1,1,0,51,78.6,1
2014,Vietnam,3.1,15,1,1,0,50.8,78.7,1
2015,Vietnam,3.6,15,1,1,0,51.7,78.6,1
2016,Vietnam,3.7,15,1,1,0,54,83,1
2017,Vietnam,3.6,49.7,1,1,0,52.4,83.1,1
2018,Vietnam,3.5,46.4,1,1,0,53.1,78.7,1
2019,Vietnam,3.7,49.8,1,1,0,55.3,79.2,1
2006,Zambia,2.4,50,0,1,0,56.8,66.2,0
2007,Zambia,2.7,40,0,1,0,56.2,70.8,0
2008,Zambia,3.4,40,0,1,0,56.2,71.2,0
2009,Zambia,3.6,30,0,1,0,56.6,71.2,0
2011,Zambia,3.6,30,0,1,0,59.7,82.4,0
2012,Zambia,3.8,30,0,1,0,58.3,82.3,0
2013,Zambia,3.9,30,0,1,0,58.7,82.3,0
2014,Zambia,4,30,0,1,0,60.4,84.6,0
2015,Zambia,4.3,30,0,1,0,58.7,76.8,0
2016,Zambia,4.2,30,0,1,0,58.8,78.2,0
2017,Zambia,4,49.6,0,1,0,55.8,78.3,0
2018,Zambia,3.7,46,0,1,0,54.3,78.3,0
2019,Zambia,3.6,45,0,1,0,53.6,72.6,0
2006,Zimbabwe,3.1,10,0,1,0,33.5,47.2,0
2007,Zimbabwe,2.9,10,0,1,0,32,52.6,0
2008,Zimbabwe,2.9,10,0,1,0,29.5,55.4,0
2009,Zimbabwe,2.9,5,0,1,0,22.7,50.4,0
2011,Zimbabwe,3.1,5,0,1,0,22.1,45,0
2012,Zimbabwe,3.1,10,0,1,0,26.3,50.4,0
2013,Zimbabwe,3,10,0,1,0,28.6,50.4,0
2014,Zimbabwe,2.9,10,0,1,0,35.5,54.2,0
2015,Zimbabwe,3.4,10,0,1,0,37.6,58.4,0
2016,Zimbabwe,3.6,10,0,1,0,38.2,50.2,0
2017,Zimbabwe,3.4,27.3,0,1,0,44,52.8,0
2018,Zimbabwe,3.4,27.6,0,1,0,44,69.1,0
2019,Zimbabwe,3.5,29.7,0,1,0,40.4,70,0
