year,country,WEF_defacto_score,EF_PR_dejure_score,treatment_TRIPS,TRIPS_law_conformity,non_TRIPS_sum,EF_overall_score,EF_trade_freedom,borders_treated
2011,Lebanon,-1.000619958,-0.906623228,0,1,0,-0.115325285,0.534670124,0
2012,Lebanon,-1.094630094,-0.906623228,0,1,0,-0.115325285,0.525334874,0
2013,Lebanon,-1.282650367,-1.134446483,0,1,0,-0.174300158,0.525334874,0
2014,Lebanon,-1.470670639,-1.134446483,0,1,0,-0.184129303,0.095913376,0
2015,Lebanon,-0.624579413,-1.134446483,0,1,0,-0.193958449,0.095913376,0
2016,Lebanon,-0.530569277,-1.134446483,0,1,0,-0.174300158,0.095913376,0
2017,Lebanon,-0.530569277,-0.050007788,0,1,0,-0.783707179,0.898744872,0
2018,Lebanon,-0.43655914,-0.236822857,0,1,0,-0.793536324,0.908080122,0
2019,Lebanon,-0.43655914,-0.245935787,0,1,0,-0.99994838,0.394641375,0
2006,Lesotho,-1.18864023,0.232493049,0,1,0,-0.646099142,0.282618376,0
2007,Lesotho,-1.18864023,-0.223153462,0,1,0,-0.793536324,-1.901830114,0
2008,Lesotho,-0.530569277,-0.223153462,0,1,0,-0.901656925,-1.715125114,0
2009,Lesotho,-0.342549004,-0.223153462,0,1,0,-1.137556417,-1.659113615,0
2011,Lesotho,-0.906609822,-0.223153462,0,1,0,-1.353797617,-1.042987118,0
2012,Lesotho,-0.718589549,-0.223153462,0,1,0,-1.442259927,-0.52954837,0
2013,Lesotho,-0.43655914,-0.223153462,0,1,0,-1.314481035,-0.52954837,0
2014,Lesotho,-0.248538868,-0.223153462,0,1,0,-1.157214708,-0.57622462,0
2015,Lesotho,0.31552195,-0.450976717,0,1,0,-1.147385562,-0.949634618,0
2016,Lesotho,0.221511813,-0.678799972,0,1,0,-1.049094107,1.029438372,0
2017,Lesotho,-0.248538868,0.30539649,0,1,0,-0.724732306,0.506664374,0
2018,Lesotho,-0.154528732,0.205154258,0,1,0,-0.724732306,-0.58555987,0
2019,Lesotho,-0.154528732,-0.154806485,0,1,0,-0.80336547,0.581346374,0
2012,Liberia,0.785572631,-0.678799972,0,1,0,-1.245677017,-1.957841613,0
2013,Liberia,-0.060518595,-0.678799972,0,1,0,-1.176872999,-1.248362617,0
2015,Liberia,0.127501677,-0.906623228,0,1,0,-0.842682052,-0.034780123,0
2016,Liberia,-0.060518595,-0.906623228,0,1,0,-0.891827779,-0.184144122,0
2017,Liberia,-0.248538868,-0.514767229,0,1,0,-1.19653129,-1.369720866,0
2018,Liberia,-0.342549004,-0.760816344,0,1,0,-1.019606671,-0.184144122,0
2007,Libya,-0.624579413,-1.590092994,0,1,0,-2.385857894,-3.283447107,0
2008,Libya,-0.624579413,-1.590092994,0,1,0,-2.218762421,-3.283447107,0
2009,Libya,-0.530569277,-1.590092994,0,1,0,-1.746963437,1.42151887,0
2012,Libya,-0.812599685,-1.590092994,0,1,0,-2.493978495,0.954756372,0
2006,Macedonia..FYR,-1.18864023,-0.678799972,0,1,0,-0.203787594,-0.55755412,0
2007,Macedonia..FYR,-1.094630094,-0.678799972,0,1,0,-0.066179558,0.805392373,0
2008,Macedonia..FYR,-0.906609822,-0.678799972,0,1,0,-0.01703383,0.805392373,0
2009,Macedonia..FYR,-0.624579413,-0.678799972,0,1,0,-0.007204685,0.637357874,0
2011,Macedonia..FYR,-0.624579413,-0.450976717,0,1,0,0.464594299,0.824062873,1
2012,Macedonia..FYR,-0.248538868,-0.450976717,0,1,0,0.710322937,0.824062873,1
2013,Macedonia..FYR,0.127501677,-0.450976717,0,1,0,0.6808355,0.917415372,1
2014,Macedonia..FYR,0.221511813,-0.450976717,0,1,0,0.720152082,1.038773622,1
2015,Macedonia..FYR,0.221511813,-0.450976717,0,1,0,0.5727149,1.066779372,1
2016,Macedonia..FYR,0.127501677,-0.450976717,0,1,0,0.612031482,1.085449871,1
2018,Macedonia..FYR,-0.718589549,0.906849884,0,1,0,0.98553901,1.216143371,1
2019,Macedonia..FYR,-0.43655914,0.92051928,0,1,0,0.965880719,0.674698874,1
2006,Madagascar,-0.530569277,0.232493049,0,1,0,-0.026862976,0.282618376,0
2007,Madagascar,-0.530569277,0.232493049,0,1,0,-0.01703383,0.749380873,0
2008,Madagascar,-0.718589549,0.232493049,0,1,0,0.110745061,0.450652875,0
2009,Madagascar,-1.094630094,0.232493049,0,1,0,0.09108677,-0.202814622,0
2011,Madagascar,-1.564680775,-0.223153462,0,1,0,-0.007204685,-0.146803122,0
2012,Madagascar,-1.282650367,-0.223153462,0,1,0,0.110745061,-0.118797372,0
2013,Madagascar,-0.812599685,-0.223153462,0,1,0,0.071428479,-0.016109623,0
2014,Madagascar,-0.812599685,-0.223153462,0,1,0,0.041941043,0.282618376,0
2015,Madagascar,-0.718589549,0.004669793,0,1,0,0.041941043,-0.277496622,0
2016,Madagascar,-0.342549004,0.004669793,0,1,0,-0.01703383,0.226606876,0
2017,Madagascar,-0.342549004,-0.460089647,0,1,0,-0.380712213,0.301288875,0
2019,Madagascar,-0.624579413,-0.532993089,0,1,0,-0.459345377,-0.52021312,0
2008,Malawi,-0.624579413,-0.223153462,0,1,0,-0.842682052,-0.949634618,0
2009,Malawi,-0.342549004,0.232493049,0,1,0,-0.744390597,-0.55755412,0
2011,Malawi,0.033491541,0.004669793,0,1,0,-0.537978541,-0.352178621,0
2012,Malawi,-0.154528732,0.004669793,0,1,0,-0.479003668,-0.361513871,0
2013,Malawi,-0.342549004,-0.223153462,0,1,0,-0.587124269,-0.277496622,0
2014,Malawi,-0.624579413,0.004669793,0,1,0,-0.577295123,-0.193479372,0
2015,Malawi,-0.624579413,-0.223153462,0,1,0,-0.636269996,-0.240155622,0
2016,Malawi,-0.43655914,-0.223153462,0,1,0,-0.931144361,-0.221485122,0
2017,Malawi,-0.43655914,-0.405412066,0,1,0,-0.891827779,-0.398854871,0
2018,Malawi,-0.342549004,-0.537549554,0,1,0,-0.91148607,-0.305502372,0
2019,Malawi,-0.248538868,-0.414524996,0,1,0,-0.970460943,0.058572377,0
2006,Malaysia,1.255623312,0.232493049,0,1,0,0.032111897,0.170595376,0
2007,Malaysia,1.255623312,0.232493049,0,1,0,0.248353098,0.189265876,0
2008,Malaysia,0.973592903,0.232493049,0,1,0,0.258182244,0.133254376,0
2009,Malaysia,0.691562495,0.232493049,0,1,0,0.326986262,0.319959375,0
2011,Malaysia,1.06760304,0.232493049,0,1,0,0.494081736,0.366635625,0
2012,Malaysia,1.06760304,0.232493049,0,1,0,0.503910881,0.375970875,0
2013,Malaysia,0.973592903,0.460316304,0,1,0,0.474423445,0.207936376,0
2014,Malaysia,1.349633448,0.460316304,0,1,0,0.818443537,0.151924876,0
2015,Malaysia,1.537653721,0.460316304,0,1,0,0.936393283,0.487993874,0
2016,Malaysia,1.443643585,0.460316304,0,1,0,1.005197301,0.618687374,0
2017,Malaysia,1.443643585,1.840925231,0,1,0,1.231267648,0.600016874,0
2018,Malaysia,1.537653721,1.772578255,0,1,0,1.300071666,1.178802371,0
2019,Malaysia,1.537653721,1.78624765,0,1,0,1.250925939,0.674698874,0
2006,Mali,-0.43655914,-0.678799972,0,1,0,-0.705074015,-1.024316618,0
2007,Mali,-0.43655914,-0.678799972,0,1,0,-0.646099142,-0.57622462,0
2008,Mali,-0.530569277,-0.678799972,0,1,0,-0.557636832,-0.57622462,0
2009,Mali,-0.530569277,-0.678799972,0,1,0,-0.557636832,-0.165473622,0
2011,Mali,-0.906609822,-0.678799972,0,1,0,-0.488832814,-0.146803122,0
2012,Mali,-0.812599685,-0.678799972,0,1,0,-0.537978541,-0.146803122,0
2013,Mali,-1.000619958,-0.678799972,0,1,0,-0.479003668,-0.146803122,0
2014,Mali,-0.718589549,-1.134446483,0,1,0,-0.567465978,-0.146803122,0
2015,Mali,-0.154528732,-0.906623228,0,1,0,-0.479003668,-0.146803122,0
2016,Mali,0.127501677,-0.906623228,0,1,0,-0.469174523,-0.426860621,0
2017,Mali,-0.060518595,-0.37351681,0,1,0,-0.262762467,-0.436195871,0
2018,Mali,-0.342549004,-0.592227135,0,1,0,-0.361053922,-0.56688937,0
2019,Mali,-0.342549004,-0.510210764,0,1,0,-0.311908195,-0.464201621,0
2006,Mauritania,-0.43655914,-0.678799972,0,1,0,-0.547807687,-1.136339617,0
2007,Mauritania,-0.624579413,-0.678799972,0,1,0,-0.754219742,-0.314837621,0
2008,Mauritania,-1.000619958,-0.678799972,0,1,0,-0.596953414,-0.426860621,0
2009,Mauritania,-1.282650367,-0.906623228,0,1,0,-0.724732306,0.077242877,0
2011,Mauritania,-1.000619958,-0.906623228,0,1,0,-0.901656925,-0.454866371,0
2012,Mauritania,-0.812599685,-0.906623228,0,1,0,-0.813194615,-0.454866371,0
2013,Mauritania,-1.18864023,-0.906623228,0,1,0,-0.881998634,-0.930964118,0
2014,Mauritania,-1.470670639,-0.906623228,0,1,0,-0.793536324,-0.53888362,0
2015,Mauritania,-1.564680775,-0.906623228,0,1,0,-0.783707179,-0.53888362,0
2016,Mauritania,-0.906609822,-0.906623228,0,1,0,-0.636269996,-0.53888362,0
2017,Mauritania,-0.718589549,-1.020534855,0,1,0,-0.675586578,-1.164345367,0
2018,Mauritania,-0.342549004,-0.956744344,0,1,0,-0.71490316,-1.239027367,0
2019,Mauritania,-0.342549004,-0.7927116,0,1,0,-0.547807687,-1.136339617,0
2006,Mauritius,0.221511813,1.14378607,0,1,0,0.602202336,-1.472408616,0
2007,Mauritius,0.31552195,0.688139559,0,1,0,0.798785246,0.487993874,0
2008,Mauritius,0.31552195,0.688139559,0,1,0,1.113317902,0.544005374,0
2009,Mauritius,0.221511813,0.688139559,0,1,0,1.280413375,1.122790871,0
2011,Mauritius,0.033491541,0.688139559,0,1,0,1.46716714,1.234813871,0
2012,Mauritius,0.033491541,0.915962815,0,1,0,1.545800304,1.225478621,0
2013,Mauritius,0.221511813,1.14378607,0,1,0,1.535971158,1.225478621,0
2014,Mauritius,0.409532086,0.915962815,0,1,0,1.496654576,1.29082537,0
2015,Mauritius,0.597552358,0.915962815,0,1,0,1.486825431,1.272154871,0
2016,Mauritius,0.691562495,0.688139559,0,1,0,1.319729957,1.29082537,0
2017,Mauritius,0.597552358,0.888624024,0,1,0,1.319729957,1.30016062,0
2018,Mauritius,0.691562495,1.084552024,0,1,0,1.359046539,1.30016062,0
2019,Mauritius,0.691562495,1.121003744,0,1,0,1.152634484,1.272154871,0
2006,Mexico,-0.248538868,0.232493049,0,1,2,0.336815408,-1.621772615,0
2007,Mexico,-0.248538868,0.232493049,0,1,2,0.464594299,0.263947876,0
2008,Mexico,-0.530569277,0.232493049,0,1,2,0.48425259,0.394641375,0
2009,Mexico,-0.530569277,0.232493049,0,1,2,0.444936008,0.506664374,0
2011,Mexico,-0.530569277,0.232493049,0,1,2,0.641518918,0.600016874,0
2012,Mexico,-0.248538868,0.232493049,0,1,2,0.395790281,-0.174808872,0
2013,Mexico,-0.154528732,0.232493049,0,1,2,0.562885754,0.544005374,0
2014,Mexico,-0.248538868,0.232493049,0,1,2,0.543227463,1.010767872,0
2015,Mexico,0.033491541,0.232493049,0,1,2,0.503910881,1.010767872,0
2016,Mexico,0.409532086,0.232493049,0,1,2,0.385961135,0.413311875,0
2017,Mexico,0.31552195,0.601566722,0,1,2,0.228694807,0.487993874,0
2018,Mexico,0.31552195,0.624349048,0,1,3,0.346644553,1.234813871,0
2019,Mexico,0.31552195,0.647131373,0,1,3,0.336815408,0.618687374,0
2011,Moldova,-1.000619958,-0.223153462,0,1,1,-0.547807687,0.506664374,1
2012,Moldova,-0.906609822,-0.223153462,0,1,1,-0.675586578,0.394641375,1
2013,Moldova,-1.000619958,-0.223153462,0,1,1,-0.567465978,0.487993874,1
2014,Moldova,-0.906609822,-0.223153462,0,1,1,-0.390541359,0.497329124,1
2015,Moldova,-0.624579413,-0.223153462,0,1,1,-0.370883068,0.469323375,1
2016,Moldova,-0.342549004,-0.223153462,0,1,1,-0.380712213,-0.109462123,1
2017,Moldova,-0.248538868,0.214267188,0,1,1,-0.32173734,0.487993874,1
2018,Moldova,-0.154528732,0.391969327,0,1,1,-0.282420758,0.329294625,1
2019,Moldova,0.033491541,0.469429234,0,1,1,-0.21361674,0.301288875,1
2006,Mongolia,-1.282650367,-0.678799972,0,1,0,0.110745061,0.207936376,0
2007,Mongolia,-1.282650367,-0.678799972,0,1,0,-0.095666994,0.487993874,1
2008,Mongolia,-1.18864023,-0.678799972,0,1,0,0.228694807,0.618687374,1
2009,Mongolia,-1.18864023,-0.678799972,0,1,0,0.150061643,0.600016874,1
2011,Mongolia,-1.470670639,-0.678799972,0,1,0,-0.174300158,0.469323375,1
2012,Mongolia,-1.282650367,-0.678799972,0,1,0,0.022282752,0.469323375,1
2013,Mongolia,-1.18864023,-0.678799972,0,1,0,0.041941043,0.469323375,1
2014,Mongolia,-1.000619958,-0.678799972,0,1,0,-0.233275031,-0.006774373,1
2015,Mongolia,-0.530569277,-0.678799972,0,1,0,-0.203787594,0.002560877,1
2016,Mongolia,-0.43655914,-0.678799972,0,1,0,-0.184129303,-0.445531121,1
2017,Mongolia,-0.530569277,0.291727095,0,1,0,-0.636269996,0.011896127,1
2018,Mongolia,-0.530569277,0.2780577,0,1,0,-0.547807687,0.105248626,1
2019,Mongolia,-0.624579413,0.150476677,0,1,0,-0.577295123,0.095913376,1
2009,Montenegro,-0.43655914,-0.223153462,0,1,0,-0.302079049,0.506664374,0
2011,Montenegro,-0.060518595,-0.223153462,0,1,0,0.120574207,0.824062873,1
2012,Montenegro,-0.154528732,-0.223153462,0,1,0,0.120574207,0.824062873,1
2013,Montenegro,-0.154528732,-0.223153462,0,1,0,0.130403352,0.768051373,1
2014,Montenegro,-0.060518595,-0.223153462,0,1,0,0.228694807,0.777386623,1
2015,Montenegro,-0.060518595,-0.223153462,0,1,0,0.336815408,0.936085872,1
2016,Montenegro,-0.248538868,-0.223153462,0,1,0,0.356473699,0.936085872,1
2017,Montenegro,-0.154528732,0.597010257,0,1,0,0.071428479,0.926750622,1
2018,Montenegro,0.033491541,0.423864583,0,1,0,0.297498826,0.926750622,1
2019,Montenegro,0.127501677,0.478542164,0,1,0,-0.076008703,0.926750622,1
2006,Morocco,-0.248538868,-0.678799972,0,1,0,-0.960631798,-3.694198105,0
2007,Morocco,0.033491541,-0.678799972,0,1,0,-0.479003668,-1.285703617,0
2008,Morocco,-0.43655914,-0.450976717,0,1,0,-0.557636832,-1.136339617,0
2009,Morocco,-0.624579413,-0.450976717,0,1,0,-0.351224777,-0.63223612,0
2011,Morocco,-0.248538868,-0.223153462,0,1,0,-0.164471012,0.095913376,1
2012,Morocco,-0.342549004,-0.223153462,0,1,0,-0.10549614,0.086578126,1
2013,Morocco,-0.43655914,-0.223153462,0,1,0,-0.164471012,-0.370849121,1
2014,Morocco,-0.060518595,-0.223153462,0,1,0,-0.292249904,-1.491079116,1
2015,Morocco,0.221511813,-0.223153462,0,1,0,-0.115325285,0.319959375,1
2016,Morocco,0.503542222,-0.223153462,0,1,3,0.002624461,0.656028374,1
2017,Morocco,0.597552358,0.460316304,0,1,3,0.022282752,0.861403873,1
2018,Morocco,0.785572631,0.405638723,0,1,4,0.061599334,0.431982375,1
2019,Morocco,1.06760304,0.560558536,0,1,6,0.159890789,0.245277376,1
2006,Mozambique,-1.094630094,-0.678799972,0,1,0,-0.921315216,-0.893623119,0
2007,Mozambique,-1.094630094,-0.678799972,0,1,0,-0.646099142,-0.426860621,0
2008,Mozambique,-1.18864023,-0.678799972,0,1,0,-0.577295123,-0.184144122,0
2009,Mozambique,-1.18864023,-0.678799972,0,1,0,-0.547807687,-0.128132622,0
2011,Mozambique,-1.18864023,-0.678799972,0,1,0,-0.439687086,0.581346374,0
2012,Mozambique,-1.094630094,-0.678799972,0,1,0,-0.41019965,0.590681624,0
2013,Mozambique,-1.000619958,-0.678799972,0,1,0,-0.616611705,0.058572377,0
2014,Mozambique,-1.000619958,-0.678799972,0,1,0,-0.616611705,0.067907627,0
2015,Mozambique,-0.718589549,-0.678799972,0,1,0,-0.636269996,0.058572377,0
2016,Mozambique,-0.530569277,-0.678799972,0,1,0,-0.793536324,-0.370849121,0
2017,Mozambique,-0.530569277,-0.195814671,0,1,0,-1.117898126,0.179930626,0
2018,Mozambique,-0.624579413,-0.432750857,0,1,0,-1.471747363,0.179930626,0
2019,Mozambique,-0.718589549,-0.501097833,0,1,0,-1.245677017,0.301288875,0
2006,Namibia,0.033491541,-0.678799972,0,1,0,-0.056350412,0.282618376,0
2007,Namibia,0.31552195,-0.678799972,0,1,0,0.218865662,1.32816637,0
2008,Namibia,0.691562495,-0.678799972,0,1,0,0.012453606,1.178802371,0
2009,Namibia,0.785572631,-0.678799972,0,1,0,0.110745061,1.272154871,0
2011,Namibia,0.785572631,-0.678799972,0,1,0,0.140232498,1.085449871,0
2012,Namibia,0.503542222,-0.678799972,0,1,0,0.061599334,1.094785121,0
2013,Namibia,0.503542222,-0.678799972,0,1,0,-0.095666994,0.628022624,0
2014,Namibia,0.503542222,-0.678799972,0,1,0,-0.184129303,0.758716123,0
2015,Namibia,0.785572631,-0.678799972,0,1,0,-0.164471012,-0.333508121,0
2016,Namibia,0.879582767,-0.678799972,0,1,0,0.061599334,0.805392373,0
2017,Namibia,0.785572631,0.405638723,0,1,0,0.120574207,0.814727623,0
2018,Namibia,0.879582767,0.533219746,0,1,0,-0.272591613,0.796057123,0
2019,Namibia,0.879582767,0.50132449,0,1,0,-0.252933322,0.768051373,0
2006,Nepal,-1.376660503,-0.678799972,0,1,0,-0.744390597,-1.957841613,0
2007,Nepal,-1.376660503,-0.678799972,0,1,0,-0.675586578,-1.248362617,1
2008,Nepal,-1.094630094,-0.678799972,0,1,0,-0.705074015,-1.248362617,1
2009,Nepal,-1.094630094,-0.678799972,0,1,0,-0.793536324,-1.080328118,1
2011,Nepal,-1.094630094,-0.678799972,0,1,0,-1.098239835,-1.248362617,1
2012,Nepal,-0.906609822,-0.678799972,0,1,0,-1.088410689,-1.239027367,1
2013,Nepal,-0.812599685,-0.678799972,0,1,0,-1.068752398,-1.304374117,1
2014,Nepal,-0.812599685,-0.678799972,0,1,0,-1.098239835,-1.285703617,1
2015,Nepal,-0.624579413,-0.678799972,0,1,0,-0.980290089,-1.211021617,1
2016,Nepal,-0.342549004,-0.678799972,0,1,0,-1.019606671,-1.789807114,1
2017,Nepal,-0.248538868,-0.34617802,0,1,0,-0.60678256,-0.62290087,1
2018,Nepal,-0.43655914,-0.33706509,0,1,0,-0.705074015,-0.762929619,1
2019,Nepal,-0.342549004,-0.259605183,0,1,0,-0.734561451,-1.341715116,1
2006,New.Zealand,1.81968413,2.055079091,0,1,0,2.037257578,0.413311875,0
2007,New.Zealand,1.913694266,2.055079091,0,1,0,1.978282706,0.861403873,0
2008,New.Zealand,1.913694266,2.055079091,0,1,0,1.909478687,0.562675874,0
2009,New.Zealand,2.101714538,2.282902346,0,1,0,2.037257578,0.917415372,0
2011,New.Zealand,1.913694266,2.282902346,0,1,0,2.066745015,1.104120371,0
2012,New.Zealand,2.195724674,2.282902346,0,1,0,2.047086724,1.122790871,0
2013,New.Zealand,2.101714538,2.282902346,0,1,0,1.978282706,1.122790871,0
2014,New.Zealand,2.101714538,2.282902346,0,1,0,1.958624415,1.122790871,0
2015,New.Zealand,2.195724674,2.282902346,0,1,0,2.047086724,1.122790871,0
2016,New.Zealand,2.195724674,2.282902346,0,1,0,1.997940997,1.160131871,0
2017,New.Zealand,2.289734811,2.333023463,0,1,0,2.204353052,1.178802371,0
2018,New.Zealand,2.101714538,2.287458812,0,1,0,2.253498779,1.178802371,0
2019,New.Zealand,1.913694266,2.282902346,0,1,0,2.27315707,1.645564869,0
2006,Nicaragua,-1.000619958,-0.678799972,0,1,0,0.248353098,0.263947876,0
2007,Nicaragua,-0.906609822,-0.678799972,0,1,0,0.140232498,0.712039873,0
2008,Nicaragua,-1.000619958,-0.906623228,0,1,0,-0.046521267,0.413311875,0
2009,Nicaragua,-1.000619958,-0.906623228,0,1,0,-0.144812721,0.413311875,0
2011,Nicaragua,-1.094630094,-1.134446483,0,1,0,-0.243104176,0.936085872,0
2012,Nicaragua,-0.624579413,-1.362269738,0,1,0,-0.331566486,0.945421122,0
2013,Nicaragua,-0.248538868,-1.362269738,0,1,0,-0.459345377,0.992097372,0
2014,Nicaragua,-0.624579413,-1.362269738,0,1,0,-0.282420758,0.992097372,0
2015,Nicaragua,-0.718589549,-1.590092994,0,1,0,-0.361053922,0.992097372,0
2016,Nicaragua,-0.718589549,-1.590092994,0,1,0,-0.262762467,1.066779372,0
2017,Nicaragua,-0.530569277,-0.628678856,0,1,0,-0.203787594,0.581346374,0
2018,Nicaragua,-0.530569277,-0.687912903,0,1,0,-0.233275031,0.581346374,0
2019,Nicaragua,-0.530569277,-0.523880159,0,1,0,-0.351224777,0.114583876,0
2006,Nigeria,-0.718589549,-0.678799972,0,1,0,-1.235847871,-2.200558112,0
2007,Nigeria,-0.812599685,-0.678799972,0,1,0,-0.557636832,-1.229692117,0
2008,Nigeria,-0.812599685,-0.678799972,0,1,0,-0.60678256,-1.061657618,0
2009,Nigeria,-0.624579413,-0.678799972,0,1,0,-0.60678256,-1.211021617,0
2011,Nigeria,-0.906609822,-0.678799972,0,1,0,-0.449516232,-0.912293618,0
2012,Nigeria,-0.812599685,-0.678799972,0,1,0,-0.488832814,-1.014981368,0
2013,Nigeria,-0.906609822,-0.678799972,0,1,0,-0.60678256,-1.014981368,0
2014,Nigeria,-1.000619958,-0.678799972,0,1,0,-0.685415724,-1.024316618,0
2015,Nigeria,-0.624579413,-0.678799972,0,1,0,-0.557636832,-1.024316618,0
2016,Nigeria,-0.342549004,-0.678799972,0,1,0,-0.370883068,-0.930964118,0
2017,Nigeria,-0.530569277,-0.437307322,0,1,0,-0.41019965,-1.164345367,0
2018,Nigeria,-0.624579413,-0.314282764,0,1,0,-0.272591613,-0.865617369,0
2019,Nigeria,-0.718589549,-0.382629741,0,1,0,-0.390541359,-1.155010117,0
2006,Norway,1.725673993,2.055079091,0,1,0,0.651348064,0.880074373,0
2007,Norway,1.725673993,2.055079091,0,1,0,0.651348064,1.34683687,0
2008,Norway,1.913694266,2.055079091,0,1,0,0.720152082,1.066779372,0
2009,Norway,1.81968413,2.055079091,0,1,0,0.87741841,1.34683687,0
2011,Norway,1.725673993,2.055079091,0,1,0,0.887247556,1.36550737,1
2012,Norway,1.631663857,2.055079091,0,1,0,0.739810373,1.35617212,1
2013,Norway,1.631663857,2.055079091,0,1,0,0.906905847,1.35617212,1
2014,Norway,1.725673993,2.055079091,0,1,0,0.946222429,1.33750162,1
2015,Norway,1.913694266,2.055079091,0,1,0,1.034684738,1.36550737,1
2016,Norway,2.101714538,2.055079091,0,1,0,0.936393283,1.216143371,1
2017,Norway,1.913694266,1.904715743,0,1,0,1.250925939,1.206808121,1
2018,Norway,1.631663857,1.891046347,0,1,0,1.280413375,1.225478621,1
2019,Norway,1.631663857,1.877376952,0,1,0,1.152634484,0.786721873,1
2007,Oman,0.973592903,0.232493049,0,1,0,0.444936008,0.842733373,0
2008,Oman,1.06760304,0.232493049,0,1,0,0.592373191,0.824062873,0
2009,Oman,1.161613176,0.232493049,0,1,0,0.562885754,0.824062873,0
2011,Oman,1.443643585,0.232493049,0,1,0,0.838101828,0.824062873,0
2012,Oman,1.349633448,0.232493049,0,1,0,0.651348064,0.833398123,0
2013,Oman,1.349633448,0.232493049,0,1,0,0.671006355,0.366635625,0
2014,Oman,1.06760304,0.232493049,0,1,0,0.602202336,0.366635625,0
2015,Oman,0.597552358,0.460316304,0,1,0,0.533398318,0.189265876,0
2016,Oman,0.973592903,0.460316304,0,1,0,0.5727149,0.954756372,0
2017,Oman,0.973592903,0.72459128,0,1,0,0.081257625,0.973426872,1
2018,Oman,1.725673993,0.665357234,0,1,0,-0.026862976,1.066779372,1
2019,Oman,1.725673993,0.601566722,0,1,0,-0.026862976,1.141461371,1
2006,Pakistan,-0.718589549,-0.678799972,0,1,0,-0.331566486,-1.472408616,0
2007,Pakistan,-0.154528732,-0.678799972,0,1,0,-0.400370504,-1.042987118,1
2008,Pakistan,-0.530569277,-0.678799972,0,1,0,-0.557636832,-0.893623119,1
2009,Pakistan,-0.718589549,-0.678799972,0,1,0,-0.420028795,-0.856282119,1
2011,Pakistan,-0.624579413,-0.678799972,0,1,0,-0.60678256,-0.725588619,1
2012,Pakistan,-0.718589549,-0.678799972,0,1,0,-0.646099142,-0.818941119,1
2013,Pakistan,-0.812599685,-0.678799972,0,1,0,-0.60678256,-0.818941119,1
2014,Pakistan,-0.812599685,-0.678799972,0,1,3,-0.596953414,-0.930964118,1
2015,Pakistan,-0.530569277,-0.678799972,0,1,3,-0.557636832,-0.856282119,1
2016,Pakistan,-0.342549004,-0.678799972,0,1,3,-0.528149396,-0.912293618,1
2017,Pakistan,-0.154528732,-0.387186206,0,1,3,-0.832852906,-0.70691812,1
2018,Pakistan,0.127501677,-0.405412066,0,1,5,-0.675586578,-0.828276369,1
2019,Pakistan,0.221511813,-0.154806485,0,1,5,-0.616611705,-0.930964118,1
2006,Panama,-0.060518595,-0.678799972,0,1,0,0.425277717,-0.333508121,0
2007,Panama,0.31552195,-0.678799972,0,1,0,0.326986262,0.133254376,0
2008,Panama,0.221511813,-0.678799972,0,1,0,0.336815408,0.133254376,0
2009,Panama,0.033491541,-0.678799972,0,1,0,0.336815408,0.133254376,0
2011,Panama,0.409532086,-0.223153462,0,1,0,0.356473699,0.095913376,0
2012,Panama,0.785572631,-0.223153462,0,1,0,0.385961135,0.002560877,0
2013,Panama,0.785572631,-0.678799972,0,1,0,0.120574207,0.002560877,0
2014,Panama,0.597552358,-0.678799972,0,1,0,0.209036516,-0.053450623,0
2015,Panama,0.691562495,-0.678799972,0,1,0,0.277840535,0.338629875,0
2016,Panama,0.973592903,-0.678799972,0,1,0,0.346644553,0.282618376,0
2017,Panama,0.879582767,0.738260675,0,1,0,0.494081736,0.282618376,0
2018,Panama,0.597552358,0.729147745,0,1,0,0.562885754,0.282618376,0
2019,Panama,0.597552358,0.70636542,0,1,0,0.582544045,0.413311875,0
2006,Paraguay,-1.564680775,-0.678799972,0,1,0,-0.557636832,-0.016109623,0
2007,Paraguay,-1.376660503,-0.678799972,0,1,0,-0.292249904,0.245277376,0
2008,Paraguay,-1.470670639,-0.450976717,0,1,0,-0.125154431,0.338629875,0
2009,Paraguay,-1.564680775,-0.678799972,0,1,0,-0.026862976,0.824062873,0
2011,Paraguay,-1.376660503,-0.678799972,0,1,0,0.100915916,0.768051373,0
2012,Paraguay,-1.470670639,-0.678799972,0,1,0,0.051770188,0.740045623,0
2013,Paraguay,-1.376660503,-0.678799972,0,1,0,-0.01703383,0.740045623,0
2014,Paraguay,-1.18864023,-0.678799972,0,1,0,0.071428479,0.590681624,0
2015,Paraguay,-0.718589549,-0.678799972,0,1,0,-0.01703383,0.618687374,0
2016,Paraguay,-0.342549004,-0.678799972,0,1,0,0.022282752,0.133254376,0
2017,Paraguay,-0.342549004,-0.305169834,0,1,0,0.110745061,0.170595376,0
2018,Paraguay,-0.342549004,-0.300613369,0,1,0,0.081257625,0.123919126,0
2019,Paraguay,-0.342549004,-0.245935787,0,1,0,0.051770188,0.170595376,0
2006,Peru,-1.000619958,-0.678799972,0,1,0,-0.076008703,-0.70691812,0
2007,Peru,-1.000619958,-0.223153462,0,1,0,0.140232498,-0.202814622,0
2008,Peru,-1.18864023,-0.223153462,0,1,0,0.248353098,-0.128132622,0
2009,Peru,-1.18864023,-0.223153462,0,1,0,0.326986262,0.431982375,0
2011,Peru,-1.18864023,-0.223153462,0,1,0,0.720152082,1.048108872,0
